2,b,"<ul>
<li>Review the suggestions in the &ldquo;Closing the Study&rdquo; section in the current Teaching Guide. Brainstorm additional ideas that would highlight the questions that were answered.&nbsp;</li>
<li>Notice whether the teacher includes the children when planning the celebration.</li>
<li>Model how to have a discussion of celebration ideas with the children.</li>
<li>Encourage the teacher to ask for and record children&rsquo;s ideas for ways to celebrate their learning throughout the study.&nbsp;With the teacher, use the children&rsquo;s ideas to plan the details of the celebration.</li>
<li>Arrange for the teacher to visit a classroom during a celebration of learning event and record what she observes. Ask, &ldquo;What did you notice? Did you get any ideas for specific activities, displays, etc., that would help the children in your classroom think about and share what they&rsquo;ve learned through the study?&rdquo;</li>
<li>Discuss previous end-of-study celebrations and changes to make for future celebrations with the teacher. Ask, &ldquo;Were the children engaged? How could you tell? Were they excited about what they learned? What about the visitors? How did they share in the children&rsquo;s enthusiasm and learning?&rdquo;</li>
<li>Document children&rsquo;s involvement to share celebration ideas with other teachers.</li>
<li>Brainstorm with the teacher for ways to create an artifact based on what the children learned during the study (e.g., photo books, slide presentations, work sample collections). Ask the teacher, &ldquo;How will this artifact be created, stored, and shared with children and their families?&rdquo;<br>&nbsp;</li>
</ul>"
2,c,"<ul>
<li>Review the suggestions in the &ldquo;Closing the Study&rdquo; section in the current Teaching Guide. Brainstorm additional ideas that would highlight the questions that were answered.&nbsp;</li>
<li>Notice whether the teacher includes the children when planning the celebration.</li>
<li>Model how to have a discussion of celebration ideas with the children.</li>
<li>Encourage the teacher to ask for and record children&rsquo;s ideas for ways to celebrate their learning throughout the study.&nbsp;With the teacher, use the children&rsquo;s ideas to plan the details of the celebration.</li>
<li>Arrange for the teacher to visit a classroom during a celebration of learning event and record what she observes. Ask, &ldquo;What did you notice? Did you get any ideas for specific activities, displays, etc., that would help the children in your classroom think about and share what they&rsquo;ve learned through the study?&rdquo;</li>
<li>Discuss previous end-of-study celebrations and changes to make for future celebrations with the teacher. Ask, &ldquo;Were the children engaged? How could you tell? Were they excited about what they learned? What about the visitors? How did they share in the children&rsquo;s enthusiasm and learning?&rdquo;</li>
<li>Document children&rsquo;s involvement to share celebration ideas with other teachers.</li>
<li>Brainstorm with the teacher for ways to create an artifact based on what the children learned during the study (e.g., photo books, slide presentations, work sample collections). Ask the teacher, &ldquo;How will this artifact be created, stored, and shared with children and their families?&rdquo;<br>&nbsp;</li>
</ul>"
2,d,"<ul>
<li>Review the suggestions in the &ldquo;Closing the Study&rdquo; section in the current Teaching Guide. Brainstorm additional ideas that would highlight the questions that were answered.&nbsp;</li>
<li>Notice whether the teacher includes the children when planning the celebration.</li>
<li>Model how to have a discussion of celebration ideas with the children.</li>
<li>Encourage the teacher to ask for and record children&rsquo;s ideas for ways to celebrate their learning throughout the study.&nbsp;With the teacher, use the children&rsquo;s ideas to plan the details of the celebration.</li>
<li>Arrange for the teacher to visit a classroom during a celebration of learning event and record what she observes. Ask, &ldquo;What did you notice? Did you get any ideas for specific activities, displays, etc., that would help the children in your classroom think about and share what they&rsquo;ve learned through the study?&rdquo;</li>
<li>Discuss previous end-of-study celebrations and changes to make for future celebrations with the teacher. Ask, &ldquo;Were the children engaged? How could you tell? Were they excited about what they learned? What about the visitors? How did they share in the children&rsquo;s enthusiasm and learning?&rdquo;</li>
<li>Document children&rsquo;s involvement to share celebration ideas with other teachers.</li>
<li>Brainstorm with the teacher for ways to create an artifact based on what the children learned during the study (e.g., photo books, slide presentations, work sample collections). Ask the teacher, &ldquo;How will this artifact be created, stored, and shared with children and their families?&rdquo;<br>&nbsp;</li>
</ul>"
3,a,"<ul>
<li>Observe whether the teacher has the materials at hand for the planned Intentional Teaching Cards&trade;. If not, make a list with the teacher and help to locate the materials, if necessary.</li>
<li>Show the teacher the &ldquo;At-a-Glance&rdquo; charts in the current Teaching Guide and point out where the materials are listed for the Intentional Teaching Cards&trade;. Suggest that the teacher use these charts to create a checklist of materials needed for the week.</li>
<li>Help the teacher understand the value of preparing in advance. Point out that this preparation helps minimize wait time for children, an indicator related to transitions (Part II, 8).</li>
<li>Suggest that the teacher designate a basket or box to hold materials related to upcoming Intentional Teaching Cards&trade; so that those items are ready and accessible.</li>
</ul>"
3,b,"<ul>
<li>Observe how the teacher uses the Intentional Teaching Cards&trade;. Note when the teacher successfully implements the guidance provided in the cards and when she does not. Review your observations together, pointing out how the guidance and adaptations are meant to tailor the experience for all children.</li>
<li>Ask the &ldquo;Questions to Guide Your Observations&rdquo; described on each Intentional Teaching Card&trade; immediately after the teacher has completed the activity. With the teacher, document your observations of the children. Discuss how the questions might strengthen the teacher&rsquo;s observations.</li>
<li>If there are any English- or dual-language learners or children with special needs in the class, review the &ldquo;Including All Children&rdquo; section of a few Intentional Teaching Cards&trade;. Point out that although these adaptations are intended for children who are English- or dual-language learners and for children with special needs, they could be used with any child who needs additional support. Together, decide which adaptations would be most appropriate for the children in the group.</li>
<li>Model using Intentional Teaching Cards&trade; with a small group of children. Prior to modeling, review assessment data with the teacher and discuss the specific guidance you will use for each child.&nbsp;Ask the teacher to share his or her impressions of the guidance offered on the Intentional Teaching Cards&trade;. Discuss how you used the guidance and Teaching Sequences.</li>
<li>Ask the teacher to reflect on barriers to implementing Intentional Teaching Cards&trade;. Review &ldquo;Small-Group Times&rdquo; and then brainstorm with the teacher for possible solutions.</li>
<li>Review the Intentional Teaching Cards&trade; that the teacher will use with the children that day (or in the next few days). Read through the cards carefully and answer questions as they arise.</li>
<li>Point out the primary objective for development and learning on the Intentional Teaching Card&trade;. Compare the Teaching Sequence to the progression in the Objectives for Development &amp; Learning book to gain a deeper understanding of the primary objective.</li>
<li>Discuss the Teaching Sequence. With the teacher, consider the children in the classroom and plan which adaptations are most appropriate for each child. If the teacher is using GOLD&reg;, help generate the Class Profile Report. Model how to use the report data to guide instruction using the Teaching Sequence.</li>
</ul>"
3,c,"<ul>
<li>Observe how the teacher uses the Intentional Teaching Cards&trade;. Note when the teacher successfully implements the guidance provided in the cards and when she does not. Review your observations together, pointing out how the guidance and adaptations are meant to tailor the experience for all children.</li>
<li>Ask the &ldquo;Questions to Guide Your Observations&rdquo; described on each Intentional Teaching Card&trade; immediately after the teacher has completed the activity. With the teacher, document your observations of the children. Discuss how the questions might strengthen the teacher&rsquo;s observations.</li>
<li>If there are any English- or dual-language learners or children with special needs in the class, review the &ldquo;Including All Children&rdquo; section of a few Intentional Teaching Cards&trade;. Point out that although these adaptations are intended for children who are English- or dual-language learners and for children with special needs, they could be used with any child who needs additional support. Together, decide which adaptations would be most appropriate for the children in the group.</li>
<li>Model using Intentional Teaching Cards&trade; with a small group of children. Prior to modeling, review assessment data with the teacher and discuss the specific guidance you will use for each child.&nbsp;Ask the teacher to share his or her impressions of the guidance offered on the Intentional Teaching Cards&trade;. Discuss how you used the guidance and Teaching Sequences.</li>
<li>Ask the teacher to reflect on barriers to implementing Intentional Teaching Cards&trade;. Review &ldquo;Small-Group Times&rdquo; and then brainstorm with the teacher for possible solutions.</li>
<li>Review the Intentional Teaching Cards&trade; that the teacher will use with the children that day (or in the next few days). Read through the cards carefully and answer questions as they arise.</li>
<li>Point out the primary objective for development and learning on the Intentional Teaching Card&trade;. Compare the Teaching Sequence to the progression in the Objectives for Development &amp; Learning book to gain a deeper understanding of the primary objective.</li>
<li>Discuss the Teaching Sequence. With the teacher, consider the children in the classroom and plan which adaptations are most appropriate for each child. If the teacher is using GOLD&reg;, help generate the Class Profile Report. Model how to use the report data to guide instruction using the Teaching Sequence.</li>
</ul>"
3,d,"<ul>
<li>Observe how the teacher uses the Intentional Teaching Cards&trade;. Note when the teacher successfully implements the guidance provided in the cards and when she does not. Review your observations together, pointing out how the guidance and adaptations are meant to tailor the experience for all children.</li>
<li>Ask the &ldquo;Questions to Guide Your Observations&rdquo; described on each Intentional Teaching Card&trade; immediately after the teacher has completed the activity. With the teacher, document your observations of the children. Discuss how the questions might strengthen the teacher&rsquo;s observations.</li>
<li>If there are any English- or dual-language learners or children with special needs in the class, review the &ldquo;Including All Children&rdquo; section of a few Intentional Teaching Cards&trade;. Point out that although these adaptations are intended for children who are English- or dual-language learners and for children with special needs, they could be used with any child who needs additional support. Together, decide which adaptations would be most appropriate for the children in the group.</li>
<li>Model using Intentional Teaching Cards&trade; with a small group of children. Prior to modeling, review assessment data with the teacher and discuss the specific guidance you will use for each child.&nbsp;Ask the teacher to share his or her impressions of the guidance offered on the Intentional Teaching Cards&trade;. Discuss how you used the guidance and Teaching Sequences.</li>
<li>Ask the teacher to reflect on barriers to implementing Intentional Teaching Cards&trade;. Review &ldquo;Small-Group Times&rdquo; and then brainstorm with the teacher for possible solutions.</li>
<li>Review the Intentional Teaching Cards&trade; that the teacher will use with the children that day (or in the next few days). Read through the cards carefully and answer questions as they arise.</li>
<li>Point out the primary objective for development and learning on the Intentional Teaching Card&trade;. Compare the Teaching Sequence to the progression in the Objectives for Development &amp; Learning book to gain a deeper understanding of the primary objective.</li>
<li>Discuss the Teaching Sequence. With the teacher, consider the children in the classroom and plan which adaptations are most appropriate for each child. If the teacher is using GOLD&reg;, help generate the Class Profile Report. Model how to use the report data to guide instruction using the Teaching Sequence.</li>
</ul>"
3,e,"<ol>
<li>Ask teacher to describe how she decides on what activities to send home.</li>
<li>Walk through the process of sharing activities through the Teaching Strategies&reg; Family app and how to print them.</li>
<li>Suggest that the teacher develop a process that allows children to select activities that they completed at school and would like to also do at home.</li>
</ol>"
3,f,"<ol>
<li>Review the steps to create a piece of documentation directly in the Teach area.</li>
<li>Ask the teacher what they observed and if they gained  new information about any of the children's development and learning.</li>
</ol>"
4,a,"<ul>
<li>Observe how the teacher uses Mighty Minutes&reg; during key transitions. Discuss your observations.</li>
<li>Brainstorm parts of the day in which children might benefit from Mighty Minutes&reg;. Encourage the teacher to attach the cards to clothing so that they are always close at hand.</li>
<li>Talk about how the teacher can adapt Mighty Minutes&reg; activities to reflect the current investigation topic. Select a few cards and come up with some new ideas together.</li>
<li>During your observations, note whether the teacher adapts Mighty Minutes&reg; activities using the suggestions from the Teaching Guide. Discuss your observations.</li>
<li>Ask how the teacher identifies which Mighty Minutes&reg; to use with the children. Are they selected based on individual children&rsquo;s developmental needs? Are they selected to address specific objectives for development and learning?</li>
<li>Review the upcoming Weekly Planning Form and note the materials for the Mighty Minutes&reg; referenced in the Teaching Guide for that week. With the teacher, create a daily materials list. Model how to gather the Mighty Minutes&reg; cards and materials needed for the next day and store them together in a basket or bin near the group meeting area.</li>
<li>Observe how the teacher presents songs, chants, and rhymes. Does she refer often to the written words or instructions? Explain the importance of being able to lead children through songs, chants, and rhymes fluidly, without needing the words or instructions.</li>
<li>With the teacher, create a chart with the words to a popular song, chant, or rhyme and post it near the group meeting area. Use drawings of keywords, when possible, to help children follow along. Suggest that the teacher continue creating these charts. If possible, help get them laminated and bound with yarn or binder rings so that children can access them throughout the day.</li>
<li>Suggest that the teacher make it a goal to memorize the words to one or more songs, chants, or rhymes found in the Mighty Minutes&reg; cards.</li>
</ul>"
4,b,"<ul>
<li>Observe how the teacher uses Mighty Minutes&reg; during key transitions. Discuss your observations.</li>
<li>Brainstorm parts of the day in which children might benefit from Mighty Minutes&reg;. Encourage the teacher to attach the cards to clothing so that they are always close at hand.</li>
<li>Talk about how the teacher can adapt Mighty Minutes&reg; activities to reflect the current investigation topic. Select a few cards and come up with some new ideas together.</li>
<li>During your observations, note whether the teacher adapts Mighty Minutes&reg; activities using the suggestions from the Teaching Guide. Discuss your observations.</li>
<li>Ask how the teacher identifies which Mighty Minutes&reg; to use with the children. Are they selected based on individual children&rsquo;s developmental needs? Are they selected to address specific objectives for development and learning?</li>
<li>Review the upcoming Weekly Planning Form and note the materials for the Mighty Minutes&reg; referenced in the Teaching Guide for that week. With the teacher, create a daily materials list. Model how to gather the Mighty Minutes&reg; cards and materials needed for the next day and store them together in a basket or bin near the group meeting area.</li>
<li>Observe how the teacher presents songs, chants, and rhymes. Does she refer often to the written words or instructions? Explain the importance of being able to lead children through songs, chants, and rhymes fluidly, without needing the words or instructions.</li>
<li>With the teacher, create a chart with the words to a popular song, chant, or rhyme and post it near the group meeting area. Use drawings of keywords, when possible, to help children follow along. Suggest that the teacher continue creating these charts. If possible, help get them laminated and bound with yarn or binder rings so that children can access them throughout the day.</li>
<li>Suggest that the teacher make it a goal to memorize the words to one or more songs, chants, or rhymes found in the Mighty Minutes&reg; cards.</li>
</ul>"
4,c,"<ul>
<li>Observe how the teacher uses Mighty Minutes&reg; during key transitions. Discuss your observations.</li>
<li>Brainstorm parts of the day in which children might benefit from Mighty Minutes&reg;. Encourage the teacher to attach the cards to clothing so that they are always close at hand.</li>
<li>Talk about how the teacher can adapt Mighty Minutes&reg; activities to reflect the current investigation topic. Select a few cards and come up with some new ideas together.</li>
<li>During your observations, note whether the teacher adapts Mighty Minutes&reg; activities using the suggestions from the Teaching Guide. Discuss your observations.</li>
<li>Ask how the teacher identifies which Mighty Minutes&reg; to use with the children. Are they selected based on individual children&rsquo;s developmental needs? Are they selected to address specific objectives for development and learning?</li>
<li>Review the upcoming Weekly Planning Form and note the materials for the Mighty Minutes&reg; referenced in the Teaching Guide for that week. With the teacher, create a daily materials list. Model how to gather the Mighty Minutes&reg; cards and materials needed for the next day and store them together in a basket or bin near the group meeting area.</li>
<li>Observe how the teacher presents songs, chants, and rhymes. Does she refer often to the written words or instructions? Explain the importance of being able to lead children through songs, chants, and rhymes fluidly, without needing the words or instructions.</li>
<li>With the teacher, create a chart with the words to a popular song, chant, or rhyme and post it near the group meeting area. Use drawings of keywords, when possible, to help children follow along. Suggest that the teacher continue creating these charts. If possible, help get them laminated and bound with yarn or binder rings so that children can access them throughout the day.</li>
<li>Suggest that the teacher make it a goal to memorize the words to one or more songs, chants, or rhymes found in the Mighty Minutes&reg; cards.</li>
</ul>"
5,a,"<ul>
<li>Invite the teacher to select a familiar book (and the related Book Discussion Card&trade;) to read with a small group. Observe and notice how the teacher introduces the book, vocabulary, and characters. Talk with the teacher about the guidance on the Book Discussion Card&trade; and how it might have improved past read-aloud experiences.</li>
<li>Model reading the same book with a different group of children and intentionally include the guidance provided in the Book Discussion Card&trade;. Ask the teacher to observe you as you read aloud. Meet later to discuss your approach.</li>
<li>With the teacher, review a Book Discussion Card&trade; for a book that will be introduced for the first time. Plan how to introduce the book and the vocabulary, and brainstorm comments to make about the characters and the events (e.g., I wonder how Little Billy Goat Gruff plans to get all three of the goats past the troll).</li>
<li>Review the &ldquo;Supporting Social&ndash;Emotional Development&rdquo; section of the Book Discussion Card&trade; together. Discuss if and how the social&ndash;emotional supports might be helpful to use with specific children in the class.</li>
<li>Brainstorm strategies to use when preparing for each read-aloud (e.g., discussing the story with a colleague and placing sticky notes with suggested questions on appropriate pages).</li>
</ul>"
5,b,"<ul>
<li>Invite the teacher to select a familiar book (and the related Book Discussion Card&trade;) to read with a small group. Observe and notice how the teacher introduces the book, vocabulary, and characters. Talk with the teacher about the guidance on the Book Discussion Card&trade; and how it might have improved past read-aloud experiences.</li>
<li>Model reading the same book with a different group of children and intentionally include the guidance provided in the Book Discussion Card&trade;. Ask the teacher to observe you as you read aloud. Meet later to discuss your approach.</li>
<li>With the teacher, review a Book Discussion Card&trade; for a book that will be introduced for the first time. Plan how to introduce the book and the vocabulary, and brainstorm comments to make about the characters and the events (e.g., I wonder how Little Billy Goat Gruff plans to get all three of the goats past the troll).</li>
<li>Review the &ldquo;Supporting Social&ndash;Emotional Development&rdquo; section of the Book Discussion Card&trade; together. Discuss if and how the social&ndash;emotional supports might be helpful to use with specific children in the class.</li>
<li>Brainstorm strategies to use when preparing for each read-aloud (e.g., discussing the story with a colleague and placing sticky notes with suggested questions on appropriate pages).</li>
</ul>"
5,c,"<ul>
<li>Invite the teacher to select a familiar book (and the related Book Discussion Card&trade;) to read with a small group. Observe and notice how the teacher introduces the book, vocabulary, and characters. Talk with the teacher about the guidance on the Book Discussion Card&trade; and how it might have improved past read-aloud experiences.</li>
<li>Model reading the same book with a different group of children and intentionally include the guidance provided in the Book Discussion Card&trade;. Ask the teacher to observe you as you read aloud. Meet later to discuss your approach.</li>
<li>With the teacher, review a Book Discussion Card&trade; for a book that will be introduced for the first time. Plan how to introduce the book and the vocabulary, and brainstorm comments to make about the characters and the events (e.g., I wonder how Little Billy Goat Gruff plans to get all three of the goats past the troll).</li>
<li>Review the &ldquo;Supporting Social&ndash;Emotional Development&rdquo; section of the Book Discussion Card&trade; together. Discuss if and how the social&ndash;emotional supports might be helpful to use with specific children in the class.</li>
<li>Brainstorm strategies to use when preparing for each read-aloud (e.g., discussing the story with a colleague and placing sticky notes with suggested questions on appropriate pages).</li>
</ul>"
5,d,"<ul>
<li>Review the guidance in the Book Discussion Card&trade; prior to reading the corresponding book aloud for the first time. Answer the teacher&rsquo;s questions.</li>
<li>Observe as the teacher reads aloud a new book using the corresponding Book Discussion Card&trade;. Note when the teacher successfully introduces characters and asks questions after reading the story. Offer suggestions that will help the teacher use the guidance more effectively, if appropriate.</li>
<li>Discuss the teacher&rsquo;s thoughts on the first read-aloud with him. What went well? What might be improved? How did the Book Discussion Card&trade; help the teacher extend children&rsquo;s thinking?</li>
<li>Provide feedback on how the teacher used the social&ndash;emotional supports and vocabulary during the read-aloud.</li>
<li>Suggest that the teacher plan to re-read the book within a few days and update the Weekly Planning Form accordingly.</li>
</ul>"
5,e,"<ul>
<li>Review the guidance on the Book Discussion Card&trade; prior to reading the corresponding book for the second time. Answer the teacher&rsquo;s questions.</li>
<li>Observe as the teacher reads the book using the corresponding Book Discussion Card&trade;. Note whether the teacher uses questions to help children recall what happens next in the story. Offer suggestions that will help the teacher use the guidance more effectively, if appropriate.</li>
<li>Discuss the teacher&rsquo;s thoughts on the second read-aloud with her. What went well? What might be improved? How did the Book Discussion Card&trade; help the teacher extend children&rsquo;s thinking?</li>
<li>Provide feedback on how the teacher used the social&ndash;emotional supports and vocabulary during the read-aloud.</li>
</ul>"
